red,green,blue,label
150,227,217,Blue
44,34,29,Brown
175,73,229,Pink
171,79,77,Red
26,126,244,Blue
184,127,20,Yellow
145,164,180,Grey
253,61,96,Red
214,57,42,Red
176,103,33,Brown
221,33,25,Orange
151,9,167,Purple
6,22,186,Blue
168,92,239,Purple
25,139,246,Blue
162,167,95,Green
76,63,101,Purple
232,99,22,Orange
84,67,45,Brown
250,105,207,Pink
88,187,202,Blue
169,85,215,Pink
5,216,250,Blue
134,19,222,Purple
176,125,137,Brown
37,162,137,Green
48,221,202,Green
74,37,13,Brown
171,120,74,Brown
163,90,112,Pink
195,222,141,Yellow
123,108,217,Blue
190,243,56,Yellow
220,74,148,Pink
37,4,101,Blue
198,56,172,Pink
240,12,23,Red
214,251,213,Yellow
163,223,172,Green
223,235,199,Yellow
191,137,89,Brown
27,10,35,Black
234,128,160,Pink
145,220,16,Green
109,239,187,Green
166,220,150,Green
78,56,156,Purple
95,19,118,Purple
215,201,88,Yellow
118,100,170,Purple
248,151,56,Orange
96,245,170,Green
21,190,180,Green
109,222,148,Green
24,133,223,Blue
249,3,215,Pink
77,248,181,Green
62,160,65,Green
153,215,188,Green
72,153,154,Blue
210,168,164,Orange
242,232,104,Yellow
88,122,47,Green
241,212,123,Yellow
86,69,72,Brown
244,154,178,Pink
110,52,233,Purple
51,55,168,Blue
85,156,205,Blue
25,25,54,Black
208,242,42,Yellow
220,12,199,Pink
43,75,13,Green
32,173,192,Blue
125,209,151,Green
230,230,80,Yellow
242,249,165,Yellow
89,91,88,Grey
39,213,77,Green
127,50,229,Purple
216,101,216,Pink
103,183,197,Blue
111,195,145,Green
248,225,249,White
163,161,206,Grey
124,208,35,Green
203,16,19,Red
136,7,139,Purple
234,153,203,Pink
7,238,32,Green
52,0,236,Blue
42,215,15,Green
28,202,174,Green
206,147,64,Orange
19,30,0,Green
125,10,184,Purple
211,175,38,Yellow
160,171,155,Grey
17,66,205,Blue
244,102,153,Pink
18,155,244,Blue
85,1,76,Purple
82,60,37,Brown
234,33,226,Pink
74,238,155,Green
248,233,153,Yellow
183,72,52,Brown
156,235,152,Green
19,79,239,Blue
213,215,206,Grey
198,253,109,Green
236,250,76,Yellow
47,213,132,Green
143,69,103,Purple
225,74,180,Pink
241,247,73,Yellow
145,118,235,Purple
158,135,55,Green
136,127,245,Blue
252,185,56,Yellow
150,20,140,Purple
2,247,218,Blue
49,133,12,Green
190,254,52,Yellow
2,28,133,Blue
68,251,95,Green
22,98,195,Blue
209,200,188,Grey
137,129,187,Purple
38,33,184,Blue
79,231,129,Green
50,110,134,Blue
33,52,38,Green
108,225,98,Green
156,184,6,Green
86,127,226,Blue
69,41,205,Blue
113,20,240,Purple
6,223,230,Blue
135,16,4,Red
254,70,151,Pink
190,39,201,Purple
214,120,144,Pink
140,96,31,Brown
20,33,228,Blue
165,142,47,Yellow
172,123,134,Brown
218,67,159,Pink
92,181,219,Blue
212,43,31,Red
203,2,127,Pink
106,151,32,Green
84,159,115,Green
7,237,195,Green
41,16,222,Blue
213,17,60,Red
42,183,196,Blue
34,120,128,Blue
89,162,157,Blue
57,251,218,Green
157,224,13,Green
220,218,215,Grey
211,104,175,Pink
159,152,91,Green
238,116,114,Orange
170,153,188,Blue
222,132,151,Pink
188,175,34,Green
227,111,214,Pink
190,101,70,Brown
199,67,146,Pink
64,57,165,Blue
151,220,254,Blue
182,94,107,Brown
140,70,14,Brown
114,170,96,Green
170,140,189,Purple
40,216,20,Green
132,225,214,Green
162,134,1,Yellow
30,241,174,Green
108,213,68,Green
83,129,244,Blue
37,153,204,Blue
244,114,8,Orange
102,75,19,Brown
61,213,44,Green
219,206,83,Yellow
184,56,27,Brown
22,117,105,Green
178,192,173,Grey
106,185,66,Green
204,56,84,Pink
115,166,17,Green
58,69,44,Grey
143,206,3,Green
216,26,67,Pink
135,67,99,Purple
174,224,78,Green
227,118,216,Pink
160,12,133,Purple
196,122,97,Brown
247,192,201,Orange
12,147,43,Green
56,39,16,Brown
217,211,77,Yellow
23,11,127,Blue
104,218,223,Blue
125,230,125,Green
249,82,108,Pink
18,110,81,Green
213,129,26,Orange
150,50,214,Purple
215,95,70,Orange
142,163,40,Green
128,214,109,Green
197,198,220,Grey
120,202,150,Green
105,254,165,Green
145,237,37,Green
99,12,104,Purple
12,189,62,Green
241,34,176,Pink
91,20,5,Brown
34,232,171,Green
210,90,233,Purple
50,49,111,Blue
42,209,147,Green
39,185,204,Green
236,222,32,Yellow
217,199,206,Grey
119,60,210,Purple
163,173,190,Grey
90,31,22,Brown
47,245,46,Green
184,192,179,Grey
87,82,238,Blue
252,178,240,Pink
196,107,72,Brown
3,254,160,Green
115,47,45,Brown
177,220,202,Grey
143,72,72,Brown
33,110,117,Blue
90,55,68,Brown
240,193,220,Pink
108,185,33,Green
129,25,200,Purple
180,13,86,Pink
38,197,107,Green
182,170,222,Blue
182,20,52,Red
78,176,96,Green
91,74,223,Blue
24,203,14,Green
147,244,72,Green
234,215,245,Purple
127,31,227,Purple
136,46,96,Brown
64,57,99,Grey
13,57,85,Blue
159,3,151,Pink
128,20,122,Purple
74,73,225,Blue
213,237,105,Yellow
92,47,144,Purple
16,199,4,Green
63,192,81,Green
200,237,218,Yellow
99,29,41,Brown
59,216,41,Green
210,9,219,Pink
84,226,121,Green
208,188,98,Yellow
248,146,206,Pink
52,233,235,Blue
23,235,195,Green
40,226,118,Green
110,157,7,Green
212,133,249,Pink
176,71,118,Pink
108,19,57,Brown
239,209,69,Yellow
96,102,117,Grey
55,210,178,Green
181,150,5,Yellow
254,128,19,Orange
55,43,85,Blue
31,250,221,Green
222,221,164,Yellow
159,104,239,Purple
58,233,197,Green
61,36,217,Blue
249,180,19,Yellow
141,142,245,Blue
113,202,252,Blue
149,107,144,Brown
213,60,206,Pink
231,250,149,Yellow
115,43,236,Purple
244,182,79,Yellow
216,87,175,Pink
245,7,95,Red
197,231,41,Green
140,200,51,Green
244,166,249,Pink
195,16,24,Red
23,69,193,Blue
228,54,239,Pink
40,137,95,Green
201,175,54,Yellow
118,214,162,Green
246,132,5,Orange
75,135,69,Green
178,126,167,Purple
236,197,217,Pink
205,3,142,Purple
254,234,15,Yellow
51,36,94,Blue
175,145,90,Brown
152,188,212,Blue
61,107,10,Green
175,48,99,Pink
1,128,159,Blue
4,128,169,Blue
123,202,48,Green
180,130,10,Yellow
50,179,187,Blue
150,16,150,Pink
240,20,84,Red
0,91,162,Blue
173,45,57,Red
139,6,137,Purple
234,215,243,Purple
38,220,184,Green
139,115,1,Green
126,151,191,Blue
240,4,92,Red
106,117,113,Grey
60,209,107,Green
219,225,241,Blue
210,23,241,Pink
156,201,205,Grey
182,238,229,Green
69,17,9,Brown
216,117,20,Orange
34,78,120,Blue
59,160,190,Blue
153,6,120,Purple
203,41,179,Pink
106,147,1,Green
111,57,127,Purple
126,84,114,Brown
99,55,99,Purple
38,213,48,Green
211,34,72,Red
50,152,108,Green
199,249,13,Yellow
46,239,53,Green
224,215,250,Purple
17,19,189,Blue
117,128,20,Green
85,213,182,Green
76,40,127,Purple
121,37,128,Purple
244,31,96,Red
25,125,233,Blue
234,15,99,Red
167,38,168,Purple
67,140,212,Blue
87,69,167,Blue
71,57,61,Grey
59,127,221,Blue
135,191,78,Green
27,75,20,Green
175,232,149,Green
59,185,119,Green
242,233,212,White
166,128,234,Purple
164,126,187,Purple
215,50,118,Pink
158,7,227,Purple
83,187,246,Blue
250,130,52,Orange
55,88,146,Blue
221,179,225,Pink
60,128,153,Blue
62,7,76,Purple
38,88,115,Blue
120,177,46,Green
115,196,153,Green
225,34,95,Red
191,230,12,Green
179,20,74,Red
73,9,199,Blue
200,221,207,Green
252,186,54,Yellow
183,116,103,Brown
94,254,16,Green
4,204,159,Green
233,129,240,Pink
160,186,137,Green
66,163,15,Green
158,195,193,Grey
98,18,208,Purple
62,89,52,Green
225,179,100,Yellow
30,134,127,Green
234,249,97,Yellow
112,155,81,Green
152,35,92,Purple
203,43,189,Purple
236,110,139,Red
171,23,104,Purple
54,164,244,Blue
101,63,191,Blue
174,171,19,Green
113,172,245,Blue
226,36,132,Pink
23,83,178,Blue
112,27,125,Purple
143,7,112,Purple
125,76,76,Brown
50,167,8,Green
28,7,85,Blue
252,121,16,Orange
46,93,67,Green
18,213,180,Green
18,172,37,Green
176,138,239,Blue
244,245,191,Yellow
167,240,167,Green
103,27,69,Brown
21,189,220,Blue
227,47,197,Pink
218,218,215,Grey
9,240,109,Green
7,237,126,Green
230,217,198,White
11,3,135,Blue
250,202,110,Yellow
121,223,240,Blue
72,81,37,Green
66,210,188,Green
253,244,25,Yellow
197,244,125,Yellow
123,11,192,Purple
182,225,252,Blue
227,203,237,Purple
131,206,32,Green
48,37,193,Blue
5,139,243,Blue
56,79,48,Green
25,149,111,Green
161,41,187,Purple
237,156,158,Orange
195,22,76,Red
78,130,74,Green
51,158,154,Blue
21,13,170,Blue
53,78,247,Blue
194,83,148,Pink
68,73,177,Blue
149,52,5,Brown
3,22,236,Blue
111,190,35,Green
77,116,86,Green
120,7,154,Purple
133,113,4,Green
123,104,57,Brown
22,10,1,Brown
20,117,11,Green
247,89,38,Orange
201,160,68,Yellow
14,128,98,Green
129,176,136,Green
176,3,196,Purple
229,247,111,Yellow
83,216,181,Green
33,151,95,Green
8,144,214,Blue
169,111,77,Brown
231,34,148,Pink
186,150,240,Blue
165,11,236,Purple
211,123,156,Pink
248,83,152,Pink
79,34,142,Blue
247,8,253,Pink
58,123,106,Green
86,242,251,Green
221,16,179,Purple
128,74,5,Brown
235,121,223,Pink
186,131,56,Brown
68,142,205,Blue
39,239,161,Green
231,109,159,Pink
253,46,148,Pink
184,236,33,Green
224,139,114,Brown
69,167,122,Green
32,2,80,Blue
82,201,194,Blue
116,241,99,Green
4,72,92,Blue
199,119,63,Brown
70,129,119,Green
163,182,75,Green
12,75,17,Green
126,197,79,Green
141,160,57,Green
68,69,53,Grey
126,89,180,Purple
157,243,132,Yellow
81,172,102,Green
147,32,214,Purple
171,44,60,Red
89,153,54,Green
25,75,185,Blue
113,18,24,Brown
37,216,108,Green
250,125,73,Orange
94,211,236,Blue
143,210,124,Green
119,90,122,Purple
142,193,182,Grey
202,57,39,Orange
58,10,147,Blue
107,108,65,Green
60,147,119,Green
244,188,136,Orange
87,141,17,Green
193,57,102,Pink
82,154,156,Blue
194,35,46,Red
45,193,238,Blue
77,236,121,Green
86,106,196,Blue
130,106,62,Brown
186,65,95,Pink
119,182,183,Blue
196,73,221,Purple
115,59,95,Purple
25,246,58,Green
100,178,110,Green
170,221,166,Green
148,139,103,Brown
51,133,117,Green
116,63,143,Purple
24,83,44,Green
6,49,54,Blue
135,239,99,Yellow
150,64,6,Brown
63,17,11,Brown
159,137,185,Blue
61,19,155,Blue
12,15,218,Blue
186,120,20,Orange
21,84,50,Green
2,25,162,Blue
65,193,151,Green
216,41,119,Pink
3,3,41,Blue
249,74,153,Pink
224,117,3,Orange
78,5,106,Purple
69,217,184,Green
49,63,155,Blue
105,21,134,Purple
149,92,227,Purple
5,21,21,Green
185,2,202,Purple
65,121,230,Blue
174,164,123,Brown
200,89,0,Orange
63,249,132,Green
62,101,139,Blue
134,98,105,Brown
202,45,239,Pink
44,215,109,Green
191,234,200,Green
114,49,108,Purple
54,149,242,Blue
51,23,72,Purple
29,20,137,Blue
189,176,130,Yellow
252,147,11,Orange
39,72,174,Blue
156,66,173,Purple
34,12,205,Blue
151,240,183,Green
19,96,163,Blue
150,35,185,Purple
226,197,14,Yellow
237,201,165,Orange
235,248,168,Yellow
6,177,133,Green
162,185,36,Green
171,151,118,Brown
80,140,185,Blue
95,83,27,Brown
84,6,176,Purple
128,8,142,Purple
132,84,34,Brown
40,77,77,Green
19,226,128,Green
71,194,87,Green
241,196,141,Orange
38,43,109,Blue
22,241,94,Green
69,109,9,Green
90,141,29,Green
82,72,121,Blue
11,22,238,Blue
122,10,17,Red
198,119,45,Orange
71,223,63,Green
225,32,129,Pink
18,102,13,Green
138,116,207,Purple
123,13,92,Purple
53,214,103,Green
79,233,174,Green
197,92,168,Pink
108,232,253,Blue
72,138,122,Green
152,215,192,Green
220,166,243,Pink
182,240,160,Green
36,228,221,Blue
39,181,102,Green
29,119,185,Blue
41,2,115,Blue
171,91,190,Pink
138,63,14,Brown
189,166,204,Pink
227,11,196,Pink
189,169,110,Brown
92,91,189,Blue
57,202,118,Green
253,128,151,Pink
212,243,175,Yellow
241,234,154,Yellow
6,76,215,Blue
27,202,172,Green
99,82,102,Grey
122,228,6,Green
68,175,129,Green
2,93,227,Blue
231,18,86,Red
103,246,245,Blue
98,55,92,Purple
28,30,57,Black
169,47,254,Pink
32,245,30,Green
214,199,236,Grey
188,0,132,Pink
175,103,4,Orange
24,14,184,Blue
31,76,39,Green
213,50,198,Pink
119,98,134,Grey
23,139,48,Green
13,179,75,Green
55,248,149,Green
3,151,234,Blue
230,94,86,Orange
171,240,23,Green
43,238,160,Green
11,200,35,Green
101,130,192,Blue
128,117,219,Blue
221,153,34,Orange
143,153,241,Blue
135,171,237,Blue
133,73,38,Brown
15,117,39,Green
107,78,245,Blue
110,176,82,Green
97,192,125,Green
242,63,233,Pink
240,240,240,White
241,241,241,White
242,242,242,White
243,243,243,White
244,244,244,White
245,245,245,White
246,246,246,White
247,247,247,White
248,248,248,White
249,249,249,White
250,250,250,White
251,251,251,White
252,252,252,White
253,253,253,White
254,254,254,White
255,255,255,White
0,0,0,Black
1,1,1,Black
2,2,2,Black
3,3,3,Black
4,4,4,Black
5,5,5,Black
6,6,6,Black
7,7,7,Black
8,8,8,Black
9,9,9,Black
10,10,10,Black
11,11,11,Black
12,12,12,Black
13,13,13,Black
14,14,14,Black
15,15,15,Black
16,16,16,Black
17,17,17,Black
18,18,18,Black
19,19,19,Black
20,20,20,Black
21,21,21,Black
22,22,22,Black
23,23,23,Black
24,24,24,Black
25,25,25,Black
26,26,26,Black
27,27,27,Black
28,28,28,Black
29,29,29,Black
30,30,30,Black
